Product Code,Brand,Core Specification,Processor Specification,RAM,ROM,SSD
A19494DD,Huawei,N/A,Samsung Exynos,12GB,256GB,N/A
A8FB153B,Vivo,Ryzen 9,Ryzen 9,16GB,512GB,512GB
3D13C74F,OnePlus,Ryzen 7,Ryzen 7,32GB,256GB,1TB
01CEED0E,Toshiba,i9,i9,6GB,1TB,256GB
940D7442,Samsung,Ryzen 5,Ryzen 5,32GB,1TB,512GB
CC1359B1,Lenovo,Ryzen 9,Ryzen 9,6GB,512GB,1TB
A37E97D0,Sony,Ryzen 9,Ryzen 9,32GB,512GB,1TB
D16D9450,Vivo,N/A,Samsung Exynos,32GB,512GB,N/A
620B1C34,Samsung,i9,i9,12GB,64GB,2TB
7CEFFB15,Dell,N/A,MediaTek Dimensity,6GB,512GB,N/A
85B61ACA,Lenovo,N/A,Snapdragon 7 Gen,32GB,128GB,N/A
2ABB66F1,Sony,Ryzen 9,Ryzen 9,32GB,512GB,1TB
1DD5D2DF,Apple,Ryzen 3,Ryzen 3,16GB,1TB,2TB
364EA9AF,Oppo,Ryzen 7,Ryzen 7,6GB,512GB,256GB
BA565FD0,Redmi,i5,i5,4GB,512GB,512GB
667B8C89,Dell,N/A,Samsung Exynos,12GB,256GB,N/A
A6C90E54,Sony,N/A,Apple A-Series,32GB,256GB,N/A
F1E9883C,Microsoft,i5,i5,32GB,512GB,2TB
BAB91076,iQOO,i9,i9,12GB,512GB,1TB
2E0B2B16,Apple,Ryzen 3,Ryzen 3,4GB,128GB,256GB
07A48E77,Lenovo,Ryzen 9,Ryzen 9,4GB,64GB,1TB
81AE38D2,HP,Ryzen 9,Ryzen 9,4GB,256GB,256GB
2E4771FD,Motorola,Ryzen 3,Ryzen 3,8GB,128GB,512GB
028986F5,Acer,N/A,Snapdragon 7 Gen,6GB,128GB,N/A
8BEB9B20,Samsung,Ryzen 3,Ryzen 3,4GB,1TB,512GB
DDED9C6B,HP,i9,i9,6GB,1TB,1TB
3FA96745,Toshiba,Ryzen 3,Ryzen 3,32GB,128GB,1TB
3872532F,Redmi,Ryzen 3,Ryzen 3,4GB,128GB,512GB
F2D1A0AD,Huawei,N/A,MediaTek Dimensity,12GB,256GB,N/A
BEC20F93,OnePlus,N/A,MediaTek Dimensity,12GB,512GB,N/A
9E337641,Oppo,i3,i3,16GB,1TB,2TB
2A8C449B,Vivo,Ryzen 3,Ryzen 3,16GB,64GB,256GB
616541CB,Realme,i7,i7,6GB,256GB,1TB
8F5882BB,Realme,N/A,Apple A-Series,16GB,256GB,N/A
B8D3D9F3,Apple,N/A,Snapdragon 7s,12GB,1TB,N/A
6AFD7EC1,HP,N/A,MediaTek Dimensity,32GB,128GB,N/A
6DF90772,iQOO,N/A,MediaTek Dimensity,16GB,64GB,N/A
288B4139,Lenovo,Ryzen 5,Ryzen 5,12GB,512GB,2TB
6E532C01,Google,Ryzen 5,Ryzen 5,12GB,256GB,256GB
E4212154,Oppo,i5,i5,6GB,1TB,1TB
3AACE53A,Samsung,i9,i9,6GB,128GB,2TB
E454EDE1,Redmi,i9,i9,4GB,512GB,2TB
617E48F4,Realme,i9,i9,8GB,64GB,1TB
A10F029F,Vivo,i3,i3,32GB,256GB,1TB
836FBAC5,Realme,Ryzen 5,Ryzen 5,8GB,64GB,2TB
3362D69A,iQOO,i3,i3,32GB,256GB,1TB
D86AD465,Toshiba,N/A,Samsung Exynos,4GB,128GB,N/A
84C29C55,OnePlus,N/A,Apple A-Series,32GB,128GB,N/A
D327D083,Realme,i5,i5,32GB,128GB,256GB
00EF8FA1,Microsoft,N/A,Samsung Exynos,16GB,1TB,N/A
E1F818DD,Nokia,i5,i5,12GB,64GB,512GB
093278D2,Realme,Ryzen 7,Ryzen 7,6GB,128GB,256GB
583CB798,Vivo,N/A,Snapdragon 7s,32GB,64GB,N/A
4531EB06,Redmi,Ryzen 7,Ryzen 7,32GB,128GB,256GB
A4F60FF3,Samsung,Ryzen 9,Ryzen 9,6GB,128GB,1TB
49C72724,Asus,N/A,Samsung Exynos,32GB,64GB,N/A
C307275C,Huawei,N/A,Snapdragon 7 Gen,6GB,512GB,N/A
E55E42C7,Redmi,N/A,Snapdragon 7s,4GB,1TB,N/A
3744EFAB,Lenovo,Ryzen 9,Ryzen 9,4GB,128GB,2TB
0EE64C3C,Redmi,N/A,Snapdragon 8 Gen,12GB,512GB,N/A
609BE2B9,Motorola,N/A,MediaTek Dimensity,6GB,256GB,N/A
BAEB9674,iQOO,N/A,MediaTek Helio,12GB,1TB,N/A
73C0C6BB,Lenovo,N/A,MediaTek Helio,16GB,512GB,N/A
C65199BE,Motorola,N/A,Snapdragon 7 Gen,6GB,256GB,N/A
141287F4,Redmi,N/A,MediaTek Helio,16GB,256GB,N/A
0A7B02D6,Asus,N/A,MediaTek Dimensity,32GB,256GB,N/A
E9A55F74,Realme,i5,i5,4GB,1TB,256GB
AABF4991,OnePlus,N/A,Apple A-Series,16GB,64GB,N/A
C68F886A,Realme,N/A,MediaTek Dimensity,4GB,128GB,N/A
F368FD29,Toshiba,N/A,MediaTek Helio,8GB,64GB,N/A
CC5D637F,Motorola,i7,i7,32GB,256GB,256GB
AB7E39CB,Toshiba,i3,i3,12GB,128GB,256GB
1DBCBF9A,Huawei,Ryzen 5,Ryzen 5,32GB,64GB,1TB
39576448,Oppo,i3,i3,16GB,512GB,1TB
64431B1D,iQOO,N/A,Apple A-Series,6GB,256GB,N/A
9967BE36,Oppo,Ryzen 5,Ryzen 5,12GB,64GB,1TB
AA5AC9F5,Samsung,i5,i5,8GB,512GB,256GB
4855E4F5,HP,i3,i3,32GB,512GB,1TB
4F456714,Vivo,N/A,Snapdragon 7s,8GB,1TB,N/A
9EA5556D,Toshiba,N/A,Snapdragon 7s,32GB,128GB,N/A
5A986115,HP,N/A,MediaTek Helio,8GB,1TB,N/A
E6D0F26F,Redmi,Ryzen 3,Ryzen 3,6GB,1TB,512GB
49B0167A,Acer,N/A,Snapdragon 7s,32GB,256GB,N/A
36035FF6,iQOO,Ryzen 3,Ryzen 3,8GB,64GB,512GB
3FCB4D7A,Redmi,i9,i9,16GB,512GB,256GB
CC62F056,Acer,N/A,Snapdragon 8 Gen,8GB,1TB,N/A
A39AE749,Vivo,i7,i7,8GB,512GB,1TB
BD1AA1BE,Sony,Ryzen 5,Ryzen 5,32GB,64GB,2TB
E1AB2003,Realme,N/A,Apple A-Series,32GB,1TB,N/A
B0056E5B,Realme,N/A,Apple A-Series,8GB,512GB,N/A
1AD60B44,Motorola,N/A,MediaTek Dimensity,32GB,256GB,N/A
9C582F6E,Vivo,Ryzen 7,Ryzen 7,6GB,256GB,256GB
D424A17A,Realme,Ryzen 9,Ryzen 9,8GB,512GB,512GB
DC9B031C,Sony,Ryzen 5,Ryzen 5,16GB,1TB,1TB
1518E27C,iQOO,i7,i7,6GB,512GB,512GB
5AA32DB4,Lenovo,Ryzen 5,Ryzen 5,32GB,256GB,1TB
3F0F3883,Lenovo,N/A,Apple A-Series,32GB,512GB,N/A
2E694A8B,Nokia,N/A,Snapdragon 7 Gen,6GB,256GB,N/A
7644BD22,Asus,i7,i7,32GB,1TB,2TB
A6BAB17A,Asus,N/A,MediaTek Helio,8GB,512GB,N/A
3E71EBD3,OnePlus,N/A,Apple A-Series,32GB,256GB,N/A
4BFCF244,iQOO,Ryzen 5,Ryzen 5,16GB,64GB,512GB
C13671C0,Vivo,i5,i5,8GB,512GB,256GB
9442D59C,Dell,i9,i9,4GB,64GB,2TB
7CC28065,Nokia,Ryzen 7,Ryzen 7,4GB,512GB,256GB
14E2970C,Acer,i3,i3,4GB,256GB,256GB
A8808765,Apple,N/A,MediaTek Dimensity,6GB,64GB,N/A
98DB7468,Sony,i5,i5,16GB,1TB,1TB
09BCEF89,Asus,N/A,Apple A-Series,6GB,64GB,N/A
663C45A8,Nokia,i9,i9,12GB,256GB,256GB
E091B804,Redmi,i9,i9,8GB,512GB,1TB
ECBB9F03,Google,N/A,MediaTek Dimensity,6GB,128GB,N/A
33E7E801,Samsung,Ryzen 9,Ryzen 9,32GB,128GB,1TB
7BBE5AF3,Nokia,N/A,Apple A-Series,4GB,256GB,N/A
FE871344,Redmi,N/A,Samsung Exynos,16GB,128GB,N/A
605E40A7,iQOO,i3,i3,16GB,512GB,512GB
9.30E+06,Toshiba,N/A,Apple A-Series,4GB,1TB,N/A
0D3D2EA7,Realme,N/A,Samsung Exynos,6GB,128GB,N/A
24790560,Apple,N/A,MediaTek Dimensity,12GB,1TB,N/A
011DCB5F,OnePlus,i7,i7,32GB,512GB,256GB
E2A0DC9C,Huawei,N/A,Samsung Exynos,4GB,64GB,N/A
455CABB8,Samsung,Ryzen 3,Ryzen 3,8GB,512GB,2TB
12593920,OnePlus,N/A,Snapdragon 8 Gen,16GB,256GB,N/A
80F59CDE,Huawei,Ryzen 9,Ryzen 9,32GB,64GB,512GB
9283F4C1,Huawei,N/A,Snapdragon 7s,4GB,1TB,N/A
7CB64B55,Google,N/A,Snapdragon 7 Gen,12GB,256GB,N/A
AF01544D,Redmi,i7,i7,4GB,128GB,1TB
BDD34118,Lenovo,N/A,Snapdragon 7 Gen,12GB,1TB,N/A
9C05A833,Vivo,i9,i9,6GB,512GB,512GB
7BF80EDD,Sony,i9,i9,6GB,128GB,1TB
A6DD7C4B,Vivo,i7,i7,8GB,1TB,256GB
BB01DCB9,Motorola,Ryzen 5,Ryzen 5,4GB,128GB,1TB
C116E3CC,Microsoft,N/A,Snapdragon 8 Gen,32GB,128GB,N/A
63731302,Sony,N/A,Apple A-Series,6GB,128GB,N/A
CFD567E8,HP,N/A,Apple A-Series,8GB,512GB,N/A
8A31C4ED,OnePlus,N/A,MediaTek Helio,32GB,128GB,N/A
41CFF6AF,Apple,i5,i5,16GB,1TB,2TB
42582566,Google,N/A,MediaTek Dimensity,4GB,64GB,N/A
A9242B59,HP,i9,i9,8GB,64GB,1TB
C2338847,Redmi,N/A,Snapdragon 8 Gen,32GB,128GB,N/A
DBB52E5E,Dell,i5,i5,16GB,256GB,1TB
DEEE6D66,Lenovo,N/A,Snapdragon 7 Gen,6GB,128GB,N/A
A765AEB5,Acer,i3,i3,16GB,128GB,512GB
17EFF2C2,Lenovo,i9,i9,12GB,64GB,256GB
FF7C3CB4,Google,N/A,Snapdragon 7 Gen,16GB,128GB,N/A
9324D829,Vivo,N/A,Snapdragon 7 Gen,8GB,256GB,N/A
461582C4,Nokia,Ryzen 5,Ryzen 5,32GB,256GB,256GB
879C3A92,Google,N/A,Samsung Exynos,16GB,512GB,N/A
6E64E3FE,Nokia,N/A,MediaTek Helio,6GB,1TB,N/A
E4EA8C93,Sony,N/A,MediaTek Helio,6GB,256GB,N/A
92FA1BCB,Lenovo,Ryzen 5,Ryzen 5,8GB,512GB,2TB
BA0C9153,Google,N/A,Snapdragon 8 Gen,12GB,256GB,N/A
A3358F2E,Acer,Ryzen 5,Ryzen 5,8GB,64GB,256GB
A5A932E8,Samsung,Ryzen 7,Ryzen 7,12GB,1TB,1TB
D8818EC0,Google,i9,i9,32GB,1TB,1TB
495FD498,Motorola,Ryzen 9,Ryzen 9,32GB,1TB,256GB
5D4CD938,Acer,N/A,Samsung Exynos,32GB,64GB,N/A
64398EED,Lenovo,i7,i7,4GB,128GB,512GB
FEF1B358,Asus,N/A,Snapdragon 7 Gen,16GB,64GB,N/A
A8688B62,Vivo,N/A,Snapdragon 8 Gen,12GB,256GB,N/A
CA087828,OnePlus,N/A,MediaTek Helio,4GB,256GB,N/A
A25E695F,Realme,i5,i5,12GB,256GB,2TB
F34143AD,HP,Ryzen 5,Ryzen 5,8GB,128GB,1TB
8AB83FEE,Apple,N/A,Apple A-Series,12GB,512GB,N/A
A3614A3C,Microsoft,Ryzen 5,Ryzen 5,8GB,1TB,1TB
86052640,Redmi,i7,i7,6GB,512GB,1TB
9083AFC1,Lenovo,Ryzen 3,Ryzen 3,32GB,256GB,1TB
50DE553E,Google,i9,i9,32GB,256GB,2TB
8803BA1E,Microsoft,N/A,Apple A-Series,6GB,512GB,N/A
2711F0EF,Lenovo,i7,i7,4GB,512GB,512GB
1DE980A6,Redmi,Ryzen 9,Ryzen 9,6GB,1TB,256GB
E501F394,HP,Ryzen 3,Ryzen 3,16GB,512GB,1TB
A0E60532,Lenovo,Ryzen 9,Ryzen 9,16GB,1TB,256GB
372ECE9A,Apple,N/A,Samsung Exynos,4GB,512GB,N/A
FB0AE672,Acer,Ryzen 7,Ryzen 7,6GB,1TB,256GB
97FECC99,HP,i7,i7,16GB,1TB,512GB
0B2ADD5E,Google,i5,i5,32GB,128GB,512GB
848C25F7,Huawei,N/A,Samsung Exynos,6GB,512GB,N/A
460DAAEF,Motorola,N/A,Samsung Exynos,6GB,64GB,N/A
17F1CA5D,Realme,N/A,Samsung Exynos,12GB,512GB,N/A
E9CAC85E,Acer,N/A,Snapdragon 7 Gen,32GB,1TB,N/A
CBB5685D,Dell,Ryzen 9,Ryzen 9,6GB,64GB,256GB
2E042230,Sony,i9,i9,6GB,1TB,2TB
334BAAE2,Huawei,N/A,Apple A-Series,8GB,256GB,N/A
9CDEF90F,Acer,i3,i3,4GB,64GB,512GB
A378E09C,Microsoft,Ryzen 5,Ryzen 5,6GB,128GB,1TB
3F4089B0,Apple,Ryzen 9,Ryzen 9,16GB,64GB,1TB
322922AE,Toshiba,Ryzen 3,Ryzen 3,6GB,256GB,256GB
7A45E22F,Dell,i5,i5,32GB,512GB,2TB
409AD76A,Huawei,i9,i9,4GB,64GB,1TB
BA54B616,iQOO,Ryzen 9,Ryzen 9,4GB,512GB,1TB
37CBE7E6,Realme,N/A,Snapdragon 7 Gen,12GB,64GB,N/A
052685FA,Acer,N/A,MediaTek Helio,16GB,256GB,N/A
A67086AC,Samsung,i5,i5,32GB,512GB,256GB
2D6D3053,Dell,i7,i7,8GB,128GB,2TB
B9E4456F,HP,i9,i9,4GB,128GB,512GB
9761CF7B,Asus,i5,i5,4GB,256GB,256GB
6D2E71EA,Google,Ryzen 7,Ryzen 7,4GB,64GB,2TB
43E840C0,Nokia,N/A,MediaTek Dimensity,16GB,64GB,N/A
A1B055CA,Realme,Ryzen 9,Ryzen 9,16GB,128GB,1TB
BEF1C6AB,OnePlus,Ryzen 9,Ryzen 9,12GB,128GB,512GB
002446AD,Acer,i7,i7,32GB,128GB,512GB
CC4707FC,Redmi,i5,i5,8GB,1TB,256GB
393070C1,Sony,N/A,Snapdragon 8 Gen,12GB,1TB,N/A
DB9B7340,Samsung,N/A,Snapdragon 7s,8GB,512GB,N/A
4998168F,Acer,i5,i5,32GB,64GB,2TB
0AC0482B,Samsung,N/A,MediaTek Helio,4GB,128GB,N/A
3CA1885C,Realme,N/A,Snapdragon 8 Gen,4GB,512GB,N/A
49AEC3A7,Samsung,N/A,Samsung Exynos,16GB,64GB,N/A
62C7BB53,Microsoft,i7,i7,12GB,512GB,512GB
2A998D08,Realme,N/A,Snapdragon 7 Gen,4GB,128GB,N/A
E9E364FB,Redmi,Ryzen 5,Ryzen 5,8GB,512GB,2TB
ABD26AD4,Apple,N/A,Snapdragon 8 Gen,16GB,1TB,N/A
2C77061E,Microsoft,Ryzen 5,Ryzen 5,4GB,512GB,2TB
63045134,Samsung,Ryzen 5,Ryzen 5,8GB,128GB,2TB
D6C0CDD4,Microsoft,Ryzen 5,Ryzen 5,6GB,512GB,256GB
75EF604C,Dell,N/A,Snapdragon 7 Gen,16GB,128GB,N/A
FA98D093,Vivo,N/A,Snapdragon 7 Gen,6GB,1TB,N/A
DFE572DF,Nokia,N/A,Snapdragon 8 Gen,8GB,256GB,N/A
0FC4A7C4,Asus,i5,i5,32GB,64GB,512GB
A90734E1,HP,i5,i5,8GB,512GB,1TB
62B29D8C,Google,N/A,Samsung Exynos,32GB,64GB,N/A
56712AE5,Toshiba,N/A,Samsung Exynos,6GB,256GB,N/A
09E9FA7F,Microsoft,N/A,Samsung Exynos,12GB,1TB,N/A
7B171AA2,Huawei,N/A,Snapdragon 7 Gen,4GB,256GB,N/A
A7C7A955,Huawei,N/A,MediaTek Helio,32GB,64GB,N/A
CB3E875B,Apple,N/A,Snapdragon 7 Gen,4GB,1TB,N/A
81CF0DF1,Sony,N/A,Snapdragon 7 Gen,32GB,128GB,N/A
DADB1C25,Dell,N/A,Apple A-Series,4GB,256GB,N/A
88B3DF50,Huawei,Ryzen 3,Ryzen 3,6GB,128GB,1TB
87A58042,Vivo,N/A,Snapdragon 7s,32GB,1TB,N/A
31DF2D98,Google,N/A,Snapdragon 7s,16GB,512GB,N/A
A7EEE372,Oppo,Ryzen 9,Ryzen 9,16GB,256GB,2TB
6B9BC638,Sony,N/A,MediaTek Dimensity,16GB,512GB,N/A
D02B8680,Apple,N/A,Samsung Exynos,32GB,64GB,N/A
665E8B8E,Redmi,Ryzen 9,Ryzen 9,16GB,64GB,256GB
E72E26DD,OnePlus,N/A,Snapdragon 7s,12GB,128GB,N/A
FE8BFB97,Sony,Ryzen 7,Ryzen 7,4GB,512GB,2TB
847A8691,Samsung,i5,i5,8GB,128GB,2TB
419FF53F,Realme,i7,i7,8GB,64GB,2TB
A7ADF4F2,Oppo,i3,i3,12GB,64GB,1TB
C3C43124,OnePlus,Ryzen 5,Ryzen 5,6GB,256GB,1TB
4B2A3144,Samsung,N/A,Apple A-Series,32GB,256GB,N/A
EFE63848,Realme,N/A,Snapdragon 7 Gen,4GB,128GB,N/A
B036DE70,Nokia,N/A,Snapdragon 7 Gen,6GB,256GB,N/A
0CDC0B9C,OnePlus,Ryzen 7,Ryzen 7,32GB,256GB,1TB
03623C6A,Oppo,Ryzen 9,Ryzen 9,32GB,128GB,256GB
7AAAE6E3,Google,i9,i9,32GB,256GB,512GB
3CF1CE2A,Apple,Ryzen 9,Ryzen 9,12GB,1TB,256GB
88566D1F,Redmi,N/A,Apple A-Series,32GB,128GB,N/A
FF71FB29,Motorola,Ryzen 3,Ryzen 3,8GB,64GB,256GB
35A4DC4F,Toshiba,i9,i9,4GB,256GB,256GB
581197CA,Sony,Ryzen 5,Ryzen 5,32GB,64GB,256GB
AF51343E,Redmi,i3,i3,8GB,1TB,256GB
7360CCB6,Dell,Ryzen 7,Ryzen 7,4GB,64GB,256GB
3CDFC0F4,Nokia,N/A,Snapdragon 7s,4GB,1TB,N/A
C8260024,Toshiba,N/A,MediaTek Dimensity,4GB,1TB,N/A
4085FBF0,OnePlus,N/A,Samsung Exynos,6GB,512GB,N/A
C1DA0964,Sony,N/A,Snapdragon 7s,4GB,256GB,N/A
F1BCD8FB,Google,Ryzen 5,Ryzen 5,12GB,1TB,256GB
2F587CD9,Motorola,i5,i5,16GB,1TB,2TB
22ACB899,Nokia,i7,i7,8GB,1TB,1TB
0497D331,Sony,N/A,Snapdragon 7s,6GB,256GB,N/A
08DAEFB3,Toshiba,Ryzen 5,Ryzen 5,8GB,64GB,1TB
E20C750A,Vivo,N/A,Samsung Exynos,16GB,1TB,N/A
67A845B3,Samsung,N/A,Snapdragon 7s,4GB,1TB,N/A
4DA9EF40,Microsoft,Ryzen 5,Ryzen 5,32GB,256GB,256GB
10316B59,Huawei,N/A,MediaTek Helio,32GB,512GB,N/A
5DC23CA0,Toshiba,i9,i9,12GB,64GB,1TB
C0DC35F0,Lenovo,N/A,Snapdragon 8 Gen,8GB,512GB,N/A
69C9E178,Dell,N/A,Apple A-Series,6GB,128GB,N/A
A6DC79D8,HP,Ryzen 9,Ryzen 9,12GB,256GB,256GB
C8D5E362,Vivo,N/A,MediaTek Helio,4GB,128GB,N/A
B95CE9DD,OnePlus,i9,i9,16GB,128GB,256GB
C8EBF59D,Nokia,Ryzen 7,Ryzen 7,12GB,64GB,256GB
9E01E049,OnePlus,N/A,Apple A-Series,16GB,1TB,N/A
70E6275E,Dell,i5,i5,12GB,512GB,2TB
347B833F,Realme,N/A,Snapdragon 7s,8GB,512GB,N/A
574A7731,Toshiba,i5,i5,8GB,1TB,2TB
D8BAC002,Apple,N/A,Samsung Exynos,16GB,512GB,N/A
B9ADDCA8,Acer,N/A,Snapdragon 8 Gen,32GB,256GB,N/A
256CF511,Microsoft,N/A,MediaTek Dimensity,32GB,256GB,N/A
28E4B3FB,Dell,Ryzen 5,Ryzen 5,12GB,256GB,2TB
B5478889,Asus,Ryzen 9,Ryzen 9,6GB,512GB,256GB
A4EA0CD1,Oppo,N/A,Snapdragon 7 Gen,16GB,64GB,N/A
22A51118,Toshiba,Ryzen 3,Ryzen 3,16GB,128GB,512GB
F2958074,Toshiba,N/A,Samsung Exynos,32GB,1TB,N/A
EDD8B39D,Toshiba,N/A,Snapdragon 8 Gen,4GB,512GB,N/A
6AF51AB5,OnePlus,N/A,Samsung Exynos,32GB,64GB,N/A
91ECEB3B,OnePlus,N/A,Snapdragon 7s,8GB,128GB,N/A
55502C6D,OnePlus,N/A,Snapdragon 8 Gen,8GB,128GB,N/A
48913191,Lenovo,i5,i5,16GB,128GB,2TB
D49F1F40,HP,i5,i5,12GB,64GB,2TB
AF187926,HP,N/A,Snapdragon 7 Gen,12GB,1TB,N/A
C7E219E0,Realme,N/A,Snapdragon 7s,12GB,256GB,N/A
2F0EB8DE,Google,N/A,MediaTek Helio,16GB,1TB,N/A
6B95E09E,Vivo,N/A,MediaTek Helio,12GB,128GB,N/A
6E2FC669,Apple,i3,i3,4GB,128GB,1TB
7A752A24,Nokia,Ryzen 7,Ryzen 7,8GB,64GB,1TB
BB42E82A,Lenovo,N/A,Snapdragon 7s,12GB,256GB,N/A
36DB1A6A,Samsung,Ryzen 7,Ryzen 7,12GB,128GB,256GB
4802727C,Asus,N/A,Samsung Exynos,16GB,1TB,N/A
980E04F4,Nokia,N/A,MediaTek Helio,32GB,512GB,N/A
385DC507,Sony,N/A,Snapdragon 7s,6GB,256GB,N/A
8F9DF3A6,Asus,Ryzen 9,Ryzen 9,6GB,512GB,512GB
CFFC02E2,Redmi,N/A,Snapdragon 8 Gen,32GB,64GB,N/A
0441AD8C,Microsoft,i5,i5,32GB,256GB,512GB
FE95CF47,Motorola,i7,i7,4GB,256GB,1TB
3D44A124,Sony,N/A,Apple A-Series,4GB,64GB,N/A
472C1230,Google,N/A,MediaTek Dimensity,8GB,256GB,N/A
639C59DC,Nokia,Ryzen 5,Ryzen 5,6GB,128GB,512GB
A9496018,Oppo,N/A,MediaTek Dimensity,16GB,64GB,N/A
CB6B10C1,Sony,i9,i9,6GB,512GB,256GB
9FAB975F,Huawei,N/A,Snapdragon 7s,6GB,512GB,N/A
3249E6E4,Toshiba,Ryzen 3,Ryzen 3,8GB,512GB,1TB
ACC8D530,iQOO,N/A,MediaTek Dimensity,8GB,256GB,N/A
CFCCE699,Vivo,i7,i7,8GB,512GB,256GB
084C9922,Samsung,N/A,MediaTek Helio,12GB,512GB,N/A
2CE19E90,Sony,N/A,Snapdragon 8 Gen,16GB,512GB,N/A
90AEA08A,Sony,i5,i5,4GB,256GB,2TB
F7509F42,Vivo,Ryzen 5,Ryzen 5,6GB,64GB,256GB
6AF173A7,Motorola,i9,i9,12GB,1TB,2TB
988CB49A,Motorola,N/A,MediaTek Helio,32GB,64GB,N/A
DCF5F183,Huawei,i3,i3,32GB,1TB,256GB
6FB25BD3,Microsoft,N/A,Snapdragon 7 Gen,12GB,1TB,N/A
CEC03599,Google,Ryzen 3,Ryzen 3,16GB,256GB,512GB
DBE0398E,Microsoft,Ryzen 7,Ryzen 7,4GB,128GB,1TB
7291345E,Dell,N/A,Samsung Exynos,16GB,1TB,N/A
F7C8A386,Google,i3,i3,6GB,64GB,2TB
20D666AF,Oppo,N/A,MediaTek Dimensity,32GB,512GB,N/A
7ED03C2D,Asus,i5,i5,4GB,64GB,256GB
F7422C1A,Acer,N/A,MediaTek Dimensity,8GB,1TB,N/A
0C33A5F9,Sony,Ryzen 7,Ryzen 7,16GB,512GB,2TB
2A502D45,Acer,N/A,Snapdragon 7s,32GB,512GB,N/A
274FE6D6,Apple,N/A,Apple A-Series,8GB,512GB,N/A
0AFADF03,Asus,i7,i7,32GB,512GB,512GB
479256DC,OnePlus,N/A,Snapdragon 8 Gen,6GB,1TB,N/A
47731313,Vivo,Ryzen 5,Ryzen 5,32GB,256GB,256GB
33762F62,Redmi,N/A,MediaTek Dimensity,12GB,128GB,N/A
4C062F4C,OnePlus,i7,i7,12GB,512GB,256GB
23EB4D28,Google,i7,i7,16GB,64GB,512GB
E433D7EC,Toshiba,i9,i9,12GB,512GB,2TB
DA1B8695,Apple,N/A,Snapdragon 7s,8GB,128GB,N/A
1B518661,Dell,N/A,Snapdragon 7s,8GB,512GB,N/A
15634D23,Redmi,Ryzen 9,Ryzen 9,32GB,128GB,2TB
6C4F63CE,Huawei,Ryzen 7,Ryzen 7,8GB,128GB,512GB
05D15ADE,Apple,N/A,Samsung Exynos,16GB,512GB,N/A
A21D2C9C,Motorola,i3,i3,12GB,1TB,1TB
243B97A1,Realme,Ryzen 7,Ryzen 7,6GB,512GB,512GB
E3421C9E,Asus,Ryzen 7,Ryzen 7,12GB,64GB,2TB
3997FB23,Dell,i7,i7,32GB,64GB,1TB
5C43B1FA,Dell,Ryzen 7,Ryzen 7,8GB,512GB,1TB
2571CA8B,Huawei,N/A,Snapdragon 8 Gen,16GB,64GB,N/A
0F6EF53A,HP,i5,i5,4GB,1TB,512GB
E421A22C,OnePlus,Ryzen 5,Ryzen 5,6GB,512GB,1TB
3E6E2DA8,iQOO,N/A,Samsung Exynos,12GB,128GB,N/A
955A2C69,Nokia,N/A,MediaTek Dimensity,8GB,512GB,N/A
36B0F8A8,OnePlus,N/A,Snapdragon 7 Gen,4GB,256GB,N/A
77C6DA01,Acer,Ryzen 7,Ryzen 7,6GB,1TB,256GB
E407E985,Acer,Ryzen 9,Ryzen 9,32GB,1TB,256GB
2D5CDEA7,Acer,N/A,Snapdragon 7s,32GB,128GB,N/A
A7351D4C,Sony,N/A,Apple A-Series,16GB,1TB,N/A
6721D695,Huawei,Ryzen 5,Ryzen 5,16GB,128GB,512GB
7DE72CF1,Redmi,N/A,MediaTek Helio,6GB,64GB,N/A
9CAADADC,Acer,N/A,Snapdragon 8 Gen,4GB,512GB,N/A
CFFC55F2,Microsoft,N/A,Snapdragon 7s,32GB,1TB,N/A
6A3B0863,Huawei,N/A,Snapdragon 8 Gen,8GB,1TB,N/A
12AA4359,Samsung,N/A,MediaTek Dimensity,4GB,256GB,N/A
033F2323,Vivo,i5,i5,4GB,128GB,1TB
BF40C807,Nokia,Ryzen 9,Ryzen 9,4GB,64GB,2TB
6567B9F7,Nokia,Ryzen 7,Ryzen 7,8GB,256GB,1TB
EB4FF952,Acer,N/A,Snapdragon 7 Gen,32GB,256GB,N/A
374803A6,Motorola,i7,i7,12GB,1TB,1TB
87CD89F9,Microsoft,N/A,MediaTek Dimensity,16GB,128GB,N/A
4DC0F76F,Realme,i7,i7,16GB,1TB,1TB
98B12B55,Samsung,N/A,Snapdragon 8 Gen,4GB,128GB,N/A
94BCCFA5,Motorola,N/A,MediaTek Dimensity,6GB,64GB,N/A
990AB725,Redmi,N/A,Samsung Exynos,32GB,256GB,N/A
027C1EC2,Lenovo,N/A,Snapdragon 7s,6GB,64GB,N/A
A15A0B05,Microsoft,N/A,Snapdragon 7s,4GB,256GB,N/A
A562918E,Realme,N/A,Snapdragon 7 Gen,8GB,512GB,N/A
1B2E5E2D,Motorola,Ryzen 3,Ryzen 3,8GB,512GB,256GB
EF93CE5C,Asus,i7,i7,6GB,128GB,1TB
40165A9A,OnePlus,N/A,Snapdragon 8 Gen,4GB,1TB,N/A
22C83C06,Microsoft,N/A,MediaTek Dimensity,6GB,256GB,N/A
9C12D42C,Microsoft,Ryzen 9,Ryzen 9,16GB,256GB,256GB
