Cart_Item_Id,Cart_Id,Product_Id,Quantity
KH3H9G9M2D3J,VB47E2QS0O,100953,50
HO7N0M3W0P2D,ZZ91N3KI8O,100954,50
KR7J8Y4E1E2M,JA11V3YA8M,100955,3
TQ6U7E1S0S3X,OQ92U3FC4S,100956,6
MY1Y2F7Q0S9B,VI76G8GO1P,100957,6
TH8J9O2J2W5M,CQ93F3PO4B,100958,6
FA4C4A4D4L9I,ZT91X8GM8C,100959,7
AH0I4K3I7U4C,HO76R3ZT4N,100960,50
WY4G9X4S7J7K,JS55P7ZC5Y,100961,7
CN7J1M4L1K2H,JW96M8YP5P,100962,7
GD5M7X3B3H6D,WQ33E2PL1H,100963,6
XG9W8G6E5Z3U,NE46R2QQ5X,100964,50
QV7U7A4A7F4M,RO99U3PW2Z,100965,3
OM5O2Z1F5N1I,WJ12M4QE0A,100966,3
JI1B6B4E6V5S,ZZ59E6NG6B,100967,1
DA6Y1L7Y7F8F,IL68B4JG0D,100968,6
YI9D8Z8Z5U1N,EH99P5KX2B,100969,50
ID7Q3B6O5H9F,YX69L2NV3U,100970,50
WY8U6S6H5I5H,TV83R2YT1E,100971,6
QJ2H4T6K3Z4P,HH96Y6GH2M,100972,1
IF6Q5S6K3C2E,DK65E4FB3O,100973,3
NR9Q7L4A8K4F,CU22M9OA7O,100974,1
IR0E7G6D9C7O,BV26J1NP9N,100975,3
VI0L4P2A7O1A,NZ85V0CA8B,100976,1
BR1A5T5T8D0D,NY34Q0JG3J,100977,7
QL6O3D4I1L7Z,XR96C6RG2E,100978,6
OH2W9G1B2E7M,CQ90P4RJ4Z,100979,3
ZR5P2V7Z6R6Y,CK38F2UG2H,100980,7
IN3B1C9L2S9C,EA12F0UC0V,100981,1
AX8J0O0B7L5R,WY71E0KY6A,100982,3
VY8H5I8O4H8C,PI03H4MD1D,100983,3
DY5T6P9W2U2N,XB48B5HE8W,100984,3
YY3O9J1K8Z2M,VU83O3SM1K,100985,3
CC3T4U1Z4X9K,GH76O5OD1E,100986,50
LA2S9Q4J4S4Z,ST43L4OM2Y,100987,1
OB9J4G1V1W1K,GH53S4HR0O,100988,6
QS0X2W1R5N7Q,IO73W5DQ3B,100989,3
VE0L5F7Y5N7K,GZ91W9JV4V,100990,6
FT2Y8G6U9E7U,MU62L1RX6P,100991,50
NY8C0Y9U4E9D,LC98W7CR0M,100992,1
LV3M4Y1L2W0S,SN41R1PI0H,100993,1
DS5M1T9D2L4K,WZ88M3DV8E,100994,6
BF8O3B9R1D6N,EA18B6TU1B,100995,50
SN0O7T5F3W1S,JA58B3GJ4Y,100996,50
DO2U1A3L4K6A,DO87F5LG1O,100997,1
PW1E1R8G7K1N,GP22N2BN2F,100998,7
YA4Z6X0Q3O3L,LB97H3YX7Q,100999,7
HT1M0K4F7L9S,VE66J1PB3G,101000,50
GE6H8N3X5W4H,TM63Q4DD3C,101001,1
SY2W7P6V5T9B,RX79N4TF1Q,101002,3
OI9X4D3K3S0A,RO77F2ZQ6O,101003,6
WY2O0W7V9O7N,UF16D9AS4W,101004,50
EL5X5Y4J0V1O,QQ49K9TN9H,101005,7
FF6A4S1L3V7F,VI59F6VF2Y,101006,7
LI3A8F5G1P6X,QS83F0KM4M,101007,1
JE0S3R2Y8O1T,ZX94U6RS7W,101008,50
LX8R1K2S0R1P,WQ82X7RW3T,101009,3
PI4L0E4H5A7G,NO97O6XU1W,101010,3
KM4S5B5P6Z5E,ZE79U9NV9U,101011,7
UD2F5N3U7K0E,JO86Z2ID8S,101012,50
KW6D7R4C4X7V,EN88G9FJ6L,101013,3
RP0B8Y2B4D6T,QO72B3AT8F,101014,6
KU0F1I4O6F7F,DR64F5FI5G,101015,1
NK7A4Z0O4B8U,KV69Q9TM7D,101016,6
KG8Z7B9J5Q6N,WY28O6XO2X,101017,1
HV4I2L8D5I8L,GO56V9OZ4F,101018,50
ZG5B5G9O6O0W,JA81U1DL2G,101019,50
CN1Z4V8N0B6A,TQ82Q6JX0K,101020,6
UC5D2D5W0F9V,WK80B1RU6C,101021,3
ED5U7Y6S1Q6U,QY64W6AF4G,101022,3
KS2N0G4O2G9R,NM73T9TS0U,101023,7
YR8P2H3G0Z8E,NE44G1CZ6S,101024,7
NX4Q8G4Q5D4T,BV44P0DU0C,101025,3
PG8J0J3Y9C1E,KB91L9ZS2O,101026,3
CF4R8C6A2I9S,PL89W7LN8E,101027,7
AZ2O6O9L0Q6Y,AV62G4YL8D,101028,50
YV6I4T1N4L7L,OI72K2BG8D,101029,3
AG1G5W8S1X8D,LI26Y6ER0L,101030,1
EV1E5C5V7E6L,QH43E4NL7E,101031,50
IC0N1Q0M3Z3V,SW43O3EY7Y,101032,6
EJ0G2X3I9B2K,CT95F0CV8A,101033,1
BS7B1C0V2O5D,SJ03K4RX4I,101034,7
IL8Y6F3M8D0Y,XG35W7OS5W,101035,6
HK5Q5V6Q6P1W,OG88Q4BK0O,101036,50
NJ3T1V4G3Y8O,XV79F8SI8D,101037,50
DQ6H4L2E6L1T,WI80C1GG1K,101038,3
EV5T4H2X0N6L,BQ93L3RY9Q,101039,7
WX4Y1L0D2K8X,WJ48C0SU1I,101040,1
CC6X4K1T6G0I,UU59G6KF2Z,101041,50
DK8K9F7G4Y0X,DK66K2WH4Y,101042,6
KD3Q0L5P9P7E,MX64R4BS2V,101043,6
KJ8G1I0E4K6O,HY28A3FJ5R,101044,3
YS4X2C1P1G3L,KV21D6VO8U,101045,1
MK8E8A0P0P8Q,HL14J2ZV8O,101046,3
ZZ6H9X8I8E8H,UZ29H1JX0U,101047,7
ZW3K3L6O9U0F,PY70A3JN2C,101048,1
CG3J7B1X3S8F,XA30Y5ZT2U,101049,1
MR5W4H6X1P6L,WK16S4VK8I,101050,3
OV4Q7D3Y7D2D,TH05D9OI7Z,101051,50
AC7P9B7G4J2I,KD87O5LG2V,101052,3
IK3S4O5M8Y0U,GP75J6IT5C,101053,50
UF8U3T2H0K3S,QB22C0TO4Q,101054,7
EL7W9Y9P8C2M,VW85P5BU9G,101055,7
EC7Z7I4B6M8X,DS46U2SH7D,101056,6
RH2D3M2W9A4R,JG44D1LQ7Q,101057,1
FJ1O9G2I6H2L,UJ83O7YB1V,101058,50
MV0P3F2W2M7M,FC33P2ST4L,101059,50
JG6Z0B6L5E2W,JO17O6YD6O,101060,3
PQ6X9J8V1P4A,WN51Q1SF1D,101061,50
OQ1W0I6Y8S5I,JW66P9DQ0X,101062,50
XX7Q1D6H5Z9X,YT00K1OD8P,101063,1
TC7G5E3J9J3V,DN20I5JY1L,101064,7
VY3S0S8W8R9H,XH79F9LD3S,101065,3
VR8Q5R3X5K9J,GG62T7GC5J,101066,3
SD0M8O1V4J3F,EN87G8SY3X,101067,50
VD9M2D0G2M4I,JE87C0MZ4L,101068,6
KI0T9E4H3K4M,NI50F5AG3O,101069,50
SC8G4L5Z2I5Q,DR73A0SO6T,101070,3
VN6D1K2F9E3U,BV19I0IP8A,101071,1
XH7O4S0H7K3P,TF40C3ID5E,101072,7
SZ8Y2Q5U1K4Q,ZR96I3ZI6N,101073,7
ZR2Q4R0E2O5V,BI61X2HE9C,101074,50
EV7E0J4J5P2P,IN48Q4AX3E,101075,7
IN5J3K7N1F7N,NM28A4MN9I,101076,1
SE4M1J1L2C0E,GQ50R5WC8U,101077,50
TD5L6A6R2M8I,LM47O3AR0E,101078,6
JQ1H5F0V4D9A,RP99O0FM8L,101079,50
UK4L8A3S2D0V,BM91C5PY2X,101080,3
IK3H1R4S0V1Z,HZ75Y0KG0B,101081,1
UM4G0F0F4R6G,ZS82O3MX2P,101082,3
LY2N2N1I7J3Q,KZ70Z5VR3A,101083,6
OR1H9A1R5C1H,FR66L6NE4H,101084,1
RX0D8C8T4H6J,BW30N0PK8J,101085,7
CM0X1K5G8F1Y,VE78V3DO7J,101086,1
IR1Y9X6A4H5J,DT63L8SO5R,101087,50
IS4E3S7A5I8W,OO99T8YF0F,101088,7
LV1E9J3W6S4F,DZ70H1XO1X,101089,3
EZ0C1S6R2P1U,NV52A9SB1O,101090,3
CM6T9G6H7G1J,CY11R7HE4E,101091,7
KM2P2N0O9D3A,BA90R8QY3Z,101092,3
TR9T7W6Q5Q3V,WK08U8ZC8P,101093,50
FX5U1T5X4G6Q,NJ42W9MM2G,101094,3
RV7S0Z6F7U5I,TD40P8GF1G,101095,1
DX4P7R9P6O7N,LS59V9NL0G,101096,6
YB8Z0B9X8T5E,WX15H9UH2M,101097,1
MU2J8I4Q0N7A,HK73F0KR0V,101098,1
VJ5S9W7J7W0T,SO50Z3IC7K,101099,3
TU4F6Q3V8J8L,CC88G1SL5Z,101100,50
ZI4H1H1Q4N3B,ST21Q7KO3S,101101,6
PM6G4P3Z4I3E,XD21F5OA9G,101102,1
YI3T8P0Q1X9V,RB09Z9SA6W,101103,7
LZ9W4O2U9D3R,NA53T8QE0D,101104,7
VU5P2A5W6T5D,ZU37T2YK5M,101105,1
XC2Q3Z3V6X9M,TY16A0XI2N,101106,50
KW0O8Q0U3A6H,FN78A2AS5O,101107,7
DX6G8S6S6X5G,RT77I2HC0A,101108,3
SF2O7S0V6U5L,GT27A0ZL2A,101109,50
OI6K3T8R2E9M,OW09P7RS3K,101110,50
ZG1B9R4F8R2A,NX28C1TM5M,101111,3
BY2G2C6B9W8X,CV25C5DY2Y,101112,7
VI0R3E4H1Z3K,YK30E1UL5S,101113,3
NI5R0E5W8V9X,OH49X2OA3V,101114,7
QX9Z4B8Q0P6T,UR10U0AA8K,101115,50
LD7E7J2T1Z6I,VG06B8ZZ5X,101116,50
AO7O2H6P8Y3I,KS21J5XX2K,101117,50
GP3M5Z7X1C0W,MR37V0DR5N,101118,1
XT5G6L3Y9E9N,PQ63V7XO4Z,101119,6
SJ7V6B4G8S8Z,NI16X5AT1P,101120,1
KQ4D6W1K0S9T,MX15N3TB0Y,101121,6
BZ5W6J0O0Q0G,QX63S0SV7J,101122,50
YN3O2B4U5U3Y,NL92D5ZT0F,101123,6
UH9N3D3U3C6C,FG28L3PO1G,101124,50
FM0U3Z6X6N4L,KD91Y0ZY3B,101125,3
WY3S5B5G7T5J,VT38Y2YA8O,101126,6
CC4Y0L9I4J0I,JM07U3IU1P,101127,1
ZO1M5E3C3R0N,OV25S3BF1E,101128,3
BA3D8P1H0P6Q,VP34H0YT6V,101129,3
BD6G6Z1R1Z7W,KE07F1PZ7E,101130,7
UW6S1J5D0L5P,IE65C7EH0N,101131,3
JJ4S3C4E6W6U,DO34Q4AG4J,101132,50
ZE5T1S0A8J6Y,FR52L8FB7F,101133,50
UE8V4Q8N7Q6X,CG71S6QB4T,101134,1
RF5V4S3Q8G1R,YP93J8GK7H,101135,3
OV5L0O6F8J9A,HZ78O2LC6A,101136,50
XT0B4E7T3X0S,SE30Z2ER0M,101137,50
PD4Y4D7L7A3Y,IO46I3JT2N,101138,1
GE9B2O2W7B2R,RE01M9TS6N,101139,7
JI2G9B3B8H7D,QW88S4CJ8B,101140,7
FN9B9W7I4Z9E,DN14E2UP5F,101141,6
DC0M5N1E6U3J,HH88G8ME5B,101142,3
UH7B0P0Q6Y9B,QG35L7UA1K,101143,50
IV6V7V5D8I1Q,SW13C7CQ5A,101144,7
XV3U1L5X7I1R,KS25K7TG6J,101145,7
VK9A1L3B7I6O,CF08R7CA0L,101146,6
JI2M5X7F3M9Y,DD86Y2CH2F,101147,1
BS8F6V4C0Y1K,YI60B7ZG8C,101148,50
ZC5W3W5U5Z3O,JZ89F0OG6S,101149,3
TP8W9H8A8Q6M,FO21O5ZQ0Y,101150,6
OQ4Y8A8C5R3X,FC55P2VZ4Q,101151,50
VD7W9A7C9P6Z,HT53E5WW8X,101152,7
WD9D4H9U4E4X,ZK51T1PK6M,101153,50
VZ8C0D3L3Y4O,WA44J8ID9H,101154,50
UA1T8P3W6V2F,YH32A1US3Q,101155,50
GA8L1B4H2F6K,VT31I1KQ2L,101156,7
OR9O5Z1Y7R4I,FU64A2VX0T,101157,3
YV3F9F4Q6A7B,WD53H1OJ3I,101158,6
ZW3D1P5F5S7D,KB29Y1YK5Y,101159,6
XH4E1K3Q5M2Y,PB64V3AG3V,101160,7
HM9O9D4F8L1B,MW76U0HB5X,101161,50
RR5K3T0W4V2A,XM11X4AZ7A,101162,1
HR3J6K1U1X8P,OD08P1VL2C,101163,7
IN9C8Y6W6J6M,UF52C9BZ9I,101164,1
IH1I3N5Q8Y8M,II07V0IE2H,101165,7
JO1O6H0C9C1K,TU37D3YS1X,101166,7
MX7N9Z4N0M2H,IG56O2GT1P,101167,7
RG6C7O3T2V6C,LH90I5XF3F,101168,7
SK8E3Z6S7X5K,HI12X9SD5Z,101169,6
QG6A3R5J2J6Z,SY23Y6SO2B,101170,7
TS9Y0U5T3R6X,VV89A4VT1V,101171,1
TC5T7I4N4T1R,XT23M6MJ0E,101172,3
QD8C4V8S4P8C,LG19G0AP5J,101173,7
UH8R6W4V9V6K,YU93O9XH1D,101174,6
PA1H1Z3P8J3D,ES80B7HU8Q,101175,50
SD1O9J0N0Y9U,KV79Q4IH2P,101176,6
LW3X1V2X3K2V,YT14Z7IO5Z,101177,7
DI4Z8G6J4R5P,AF74P5UR0T,101178,6
HM1A7P5O6S0L,TU49F8ZH3A,101179,1
GN0C9W9Z0U1H,KW37I7ZV9O,101180,50
CJ4O8H7Z7X1J,RN64N0EY6T,101181,7
ZC3D4Z4Z9J9E,LD03B3NS2N,101182,1
PO5W8L8V1J7F,VE16F2NH4K,101183,6
XZ6A6I4H0E8W,TT79T1XG5U,101184,50
UY9G8F9C0Q4H,RM75D6AK5H,101185,6
NO1M1D9P0Q5S,QZ05R4WL3R,101186,50
QK9S7I7R9V4K,PD02M0LM7Y,101187,6
VE4I3C9Z3T6I,HX98P5GK5Q,101188,1
SX7U3D3Q2K6Q,XC58F7SJ8C,101189,3
AA0B9C4J4H1Y,TG89Y6FP8N,101190,1
YZ4I2B7O2L2Y,UJ68F8XB9H,101191,7
NB1V0N4A1C0C,XI54D1MM5Z,101192,3
UK8X0W4Q4T2P,SU49V3NL6U,101193,1
MO0V4E3C3W0M,LB56A7NZ9C,101194,3
LH6F8U8S6P9V,KO59Q4ZO8G,101195,50
EO2E6Q9L6X1Y,KT88L3VW5B,101196,1
LD4W2E1O4L5G,MK89A4OW7S,101197,50
CF2G8A9S1X5M,DC97C7IC8U,101198,50
NP8X7H9C3D4F,OV83C6YV9G,101199,7
TS8B6T4M1N5G,PW38Z5WB0L,101200,1
VI2K2Y5G1E7I,VT75P8QK0Q,101201,3
OI5B3K9N3M2M,VE65R2EA0U,101202,6
KN3Z6B2D8D8P,WS39Y3QB8J,101203,3
OG7O0Z4U7B8B,AA62A7QA2G,101204,1
RU2M6C3N6O3F,RU43G4WN6K,101205,1
KD8G0K2F4X0F,WM56T7PL6G,101206,7
DR3A7A8C9L4A,GT06S8QS2P,101207,3
NN2G3F5N4O7O,ZB95V5QE1X,101208,6
VC6U6M0L6N3L,US20F3RN6E,101209,1
KC0F7S2S9E1F,IP38O8TV5H,101210,6
GU0K3I4A7D7X,NB21R3GH1L,101211,50
WA1H2G4I3L2T,GH58K9AK2K,101212,7
WK3C9J8D1Z0B,MY17J7OA0K,101213,7
RE8D3Z7P2N0R,VL07L5LH2E,101214,1
BC1H3F5V8K0E,BQ54J7YT1U,101215,1
ST7S3E7S0H6J,FJ84P1OD2A,101216,7
BH5D5E7R9A7B,QB78I9GV3O,101217,3
PY6D4W4I3B7E,GD21M4ZO6G,101218,6
UV2H4L8O5L5R,ZI24Z9GH7B,101219,6
PS2H3W5J9U6J,RT86X3HI3T,101220,7
RI5S4E2U5Z3M,SG31E2YL2X,101221,6
GG7H8R6K2N6O,RU30K7EO2H,101222,7
HQ5G3N2J6N1I,DV54P2BK9Q,101223,50
VR1T8H1N7D1N,IL17D0HJ0S,101224,3
GQ9F2E9O6J3L,PS90Z8IT9E,101225,50
ML9T5D7Q0R1T,VD92G7ZA3F,101226,7
CM7R1Q8T3T8S,ZE38M0VR5H,101227,7
VH1A1N9X3U8N,CB35Z4BP7C,101228,6
HJ7D4V9G0I5E,YN79S3NP4U,101229,7
YT5L4Y1P2M2E,ZI09H2KM4M,101230,3
VR5B2O9Z1T2S,QI56C3PV9L,101231,7
BN1C5X7Q6C2K,PH54M0OC9Q,101232,1
PM7T1N8A6A3S,NZ55C1EH2R,101233,3
KK0O3A0I4C9T,LV03H9GY9X,101234,6
YQ1F1V1P5N3B,YQ60P6HJ6N,101235,1
PP0D1T5T8Z0K,WX09F8YZ9O,101236,3
KH9R8T7G9Q0M,LQ79J9TX8F,101237,6
VW7N6M8I7D5S,RP51R6VG4C,101238,6
PE0E8M4J3X9T,FI66B8GS4A,101239,1
NN5H2W3H8Y6A,NR95J3GP1Q,101240,6
PD3D4N0G0W9C,AU64H7DM2H,101241,1
YB5W3K9G3B7A,RE71V6LK3O,101242,1
GN3U0B8L8S4E,ES11O7ZY8E,101243,50
KT3Z2V5L2J2R,SF42P4NO3O,101244,7
HW4J8H1N3E8T,MK20Q5GF7J,101245,3
DE9L5Q0Q0Z0E,AZ69Z7XH0I,101246,50
QA9J2L9P7G1W,CV37E2PL3H,101247,1
XZ7W6U3F4K9I,JE45S4AF1Y,101248,50
LQ1R3J5Z7H9I,OO42M9OD0H,101249,3
ZC4B9K1U0N5B,XF17I2HE2S,101250,3
MA2V4V1I1M3I,TJ39S3EQ7T,101251,3
NF0M5W9E9M9K,ST90G7PZ0F,101252,7
MM6M4J5P4T8X,JH97Q1VX9X,101253,7
GL4I2Z2V2C8Q,MP94M3WO6B,101254,50
UW7C6R8W3J3Z,QE13D9JO5P,101255,7
DR8F9Z2K1I9L,ZW16F4SY6L,101256,1
WD3I6S0N1D9T,CU64E9LV4E,101257,50
WG3C3C9Q9R6B,NT90K8JY6T,101258,7
AB8F8Z4X1Z7G,BF83J9UU6J,101259,7
JA7G0C6M6K7U,CF15T0TR0N,101260,1
IS7U3C6Z2U3D,JV44N2KL6Y,101261,50
KI4D6T6U6E4E,VT00R8DJ8N,101262,6
IX3L9O0R8J2G,YJ83R0DI8T,101263,7
TT2S7O1E3Y4J,EU94Z4JB7U,101264,3
BX0E9R9Z5S0K,NH31F4TI5P,101265,50
TX0Y8X8I8Y4P,HG14C8UT5Y,101266,6
ZR6M8F0T4U7P,AU11B5BT1Q,101267,3
WD5W6E1D2Y2A,NZ05Y8QQ5O,101268,6
RY8B6G8R5B3N,FS96U6JS6C,101269,3
DA3Y5J5U7J3H,ZA80Q3EW3D,101270,7
XL6R7E1A3Y3V,WO32X0WK4T,101271,50
VT8Z6M3T0Q5C,RB82L1HE4R,101272,7
RZ4A7R3S1U7L,VX07M6GM2B,101273,3
IB3A2D9B1V6R,XX29I8NO7Y,101274,3
HO8D6A0B3A8B,KF04O2KJ4C,101275,3
GT7O0V8H4A2C,AO06P4MG8S,101276,7
HP8X5X1V4V3R,HK17C4PL5Q,101277,3
SE1N8A9Z6S5G,VN93U9KF7T,101278,6
QM5K6F4B9T5J,QU53W6UR3S,101279,1
WJ2C8S3M4W5A,AR21Z7EQ9T,101280,1
UM7V4Z9V8H7M,OA27D6OL2O,101281,6
ZV5M6S1H1N8S,NN96C6GU9J,101282,7
AY1K4O8G9S4A,XI91J5EQ8E,101283,50
LO6Z4V4A3U7D,TT13H0NX1P,101284,6
GX8C1N5D7G3W,ZE28G8ZG7Y,101285,3
QE0F0N7J1B3G,KP43L3UM6B,101286,1
NM6S7A8J5M1X,HZ77F7DC3X,101287,50
FF6S1E2N4I4W,JD89Q7RW9C,101288,1
CX0F6F8G2T4O,GJ54O8MV3Q,101289,3
UC1G0N0C5J2G,LD08G6RK0X,101290,3
XW6S0P1F9J6Y,VO52M9RW2H,101291,3
II4Q9J2E2J2I,LX38Y2SB4Q,101292,1
VE1B8G5Q1G2H,FM54X8QT8I,101293,3
NA9Z8K1S6M6C,OU28Y9EB7J,101294,7
AI8P1V0T3H0O,WL64W2IH6E,101295,6
LZ6Q5Q0R8K8F,XB33D6XL5F,101296,3
DU2F1U6A0H4I,DS27X8ES8G,101297,1
DG3O4J2T9M8O,BD67S1LR3C,101298,1
CA2Q7N8W7R5X,RP15H8GT9H,101299,50
OK5V7H3A2P9B,QB38P7ZD9E,101300,1
UB3X2J9R1I0G,EO35J2JK4Q,101301,7
MP1I9F6T0U4I,LX85R5AP9J,101302,7
RK7L8R2I9H9Z,IH06V2FM5F,101303,1
FC7C1V0L1C4Q,BM47D7PL1V,101304,6
ZI9Q7M5F6F0B,GY38B9JL2Z,101305,3
YI9I6A5M6H1S,CG49Y3HK8Q,101306,1
OL6W4W0Z2Q6L,RF71Y3JA6B,101307,3
FM3W8P0Y0M2S,TZ90Y0OU3I,101308,50
QK9C2P0A9T5V,MH27E7CG4Y,101309,1
DX8M0Q7M4Z4I,MS20Y9FF0Z,101310,50
WV6M7O2G1B8B,NB68L4BF3W,101311,50
JF5B2Z8V2M6U,UO05E3GW6D,101312,7
VC7J5M8D2E1X,FC79Q0BG7W,101313,3
RJ8I6J2X2K6Z,RY22N1LY2V,101314,7
OA9X5K1U0G4K,VZ32T2EG3O,101315,3
LX2D6E1G7G3T,JC33I5UX4J,101316,1
OC0U8N1A6X0H,RL15Y0XV8Y,101317,1
AL0G7V4B1I8U,JM15H6CC4V,101318,1
VG1M2G8L7G9W,YD33S3BF2V,101319,3
WP9I4F7Y7J6Y,ZM15M2DP0I,101320,6
MH2D5B1E9Q7E,QY54U4RP7E,101321,50
YE6Q5Z3V1C6S,ZA06O9HA6D,101322,50
QF4S2E9I4F8C,YP42K2IF3H,101323,3
MR5V5Q1A4X9J,LW05V6KZ0U,101324,50
CR4T8M8S9B3G,YC30X9NW9M,101325,50
NM4V4V5P8Z6I,HO32S0KM1U,101326,1
OR9W0D4H7F9B,BS65D0UF2I,101327,1
SI3F7T1X4C2K,YA96T5AA5E,101328,3
PT0H5U4Z2K4R,JK59M4GQ6K,101329,50
WU1H9Y5O0O3L,OE12T3OL1T,101330,6
UX3S2A0R9H6Q,AR44D5CZ6F,101331,1
PN6W5B3Y0Z3R,YF29S5ZU6M,101332,1
IE2I1N0B0O4K,UC36A6VZ6P,101333,7
PY2A8K6L2N2O,FS31Q4AI8U,101334,7
WO6T2K5F4S7Z,MN79F5DI1P,101335,7
UC6P8X6E0N4M,TP28K2WZ3Z,101336,1
FA5W0E0C7B2K,KH91Q4MA9P,101337,7
XT6A3A8V0Y8C,PB40S2JJ8H,101338,6
QD6E9Q6Z4B3F,YM47T9IJ0F,101339,1
BC3K5I6C7V4T,AV14J0NC8O,101340,3
EU3B4R3O9K1Q,UA36N7IP6C,101341,3
FZ3A1X4I5D6C,LN67K6EA1E,101342,3
WI0N3D0B8T0V,FC70B1WP9G,101343,50
WO8Q3X6M5F7T,UL52R5CJ2V,101344,50
ZU1O2W1J5X0G,HT49T2TJ5V,101345,50
JI2W6M4U9F6S,OG53V2KR0N,101346,3
AY7Y3G9Z7X9A,KI62O3RH5Z,101347,1
BX7Q8K3M0N9U,ND25Q4WH9J,101348,1
ST8S2W6M5A9U,ZZ08M0EP2Y,101349,3
ND0Q2P6L5S4E,EX36Z8VW1I,101350,6
LL8Z3W1Z3Q8F,CE14W0TZ6O,101351,50
WO0L7D7K8J7M,FT79T0HX2O,101352,3
WF6Z5S4U8G0B,KA17R4RU3X,101353,6
RX9N6L3B6I5F,QD90S8JC3B,101354,3
SX7X5B9Y5J9E,XR29U1FR1Z,101355,1
WR5V6F3R5O9L,OP49Y5OD6O,101356,3
UQ6H7O8E2Y7C,FC24H5EG5F,101357,7
NA1U2F6I0V1C,JO89W1AE6C,101358,7
CB7N4P5T4J9J,FS91L7DB8R,101359,1
MW5M5Z0M7R3M,GK12F7TK9G,101360,1
YU6L0Y2F1F9U,PI83Q4HM0Q,101361,7
WZ4E6C8C2C0O,CG60M0KW3C,101362,6
NK7J8E8D4F3S,IQ72B4YK1E,101363,50
IP0J5J5G2E6Q,WL45J9MT9B,101364,7
BK8U5O9W7I0X,YA22U5JK2D,101365,3
TF1B1L4U7I3P,UW26C7XK3G,101366,7
QN2W6U0K8W7R,MO43W8GB5T,101367,3
OW1Y5U8L8H8V,BV30K4VC0L,101368,1
YU2E2W6E7W2S,NU24I9TJ7J,101369,7
XU5K4J6U2J0Y,QW25L4LK3X,101370,1
KA8U0O3X9W9M,ON65I2BX2V,101371,1
LM0T6C6W1U0V,IP68B6EX6M,101372,3
JH3N3V3N4V6N,QL33H4JT8T,101373,50
DT1H1X5D2F5T,DB83R5BC0U,101374,7
YX6G3N7U3F2Y,RD29L5OF2C,101375,1
AM5Y7R3L9R0J,VP14Y9WC5V,101376,1
EH9H6D7Y8E3N,UK49Y7WT1P,101377,1
CE3A6Q9A3E3X,US56L5CE0V,101378,50
RG8D7U5T1A1C,BV10G3RV5P,101379,3
SR4N9M0B7L9C,EF14E6BS3K,101380,6
VB0E3W9O3G9R,OG69E8GT6Q,101381,3
ZO9Z7Y6R0W2M,OQ95A2MS8N,101382,3
HM7N7U6O5E2B,FT79U3LT1I,101383,3
JJ0Z5R0Z8Q1A,XF21H2HL5A,101384,1
AS4T8U6Y6A0S,QU89A2PA9A,101385,3
OG1C1H6O1U8E,CQ33B7AH9U,101386,50
RL5N5V8Z4L1H,GD80S4QU3P,101387,50
EW1T1H5A8A5Y,US86Y7LR7K,101388,50
UO5Y1D0X3R4N,JD53G4AW5E,101389,7
EJ5Q8D2Y7Y5I,SO34D8DZ2X,101390,7
SV0L5P4T8U1Q,MF46U5UU6P,101391,3
RV6B2G6K1L0U,YV37T2EE5M,101392,50
LU7Q4V1Q3W6O,AB18H7ZX7T,101393,7
LQ7H3P8R8J0O,NG51V3ZM6U,101394,7
HN3P0C4M6F8A,WR04G4DF3W,101395,6
VG2E3V5X4V4F,GK42L9YV9Q,101396,6
UT5A9L1K2E0C,UC47J9GF2U,101397,6
EU7Y8A2P6L9A,LF69W7BC2I,101398,1
LI6G8I7J5H1K,ZX11H2LH1B,101399,50
QY0V2J4W5J9K,VD06N7JB2W,101400,50
JZ0L9U7B8B4U,CZ27S8OX3H,101401,6
PQ8B0B7C8E6Y,PK78Z7GF3D,101402,3
HJ0N6R7J4L3O,VX87F8IH1N,101403,7
IG4H6N0O9V6P,YG88L1SL6T,101404,1
LC4C6Y9B3R3K,YX84H3ZA5X,101405,7
YV5Q8M3S0N0D,PY83L0UM7T,101406,50
JT7J0P9Z4I9T,NQ55K8IW2M,101407,50
TC4I8F0I0J8S,UI12D3UN7P,101408,6
HS9F4B9Q1C3N,ZQ92Y3RR7G,101409,7
XW8F8A7E3G9L,UQ36S5KU3H,101410,1
WG4T4I6I2U2R,YI98N2UL0I,101411,1
UF0E6P7X6O5W,BH11U2GW4D,101412,50
EV6D0N3H3X0E,FV33R5YR8Z,101413,1
ZJ6E1I8U3R3J,LH34C2ER2C,101414,1
VY8Y8X5G2K5Z,QR45H8EA5W,101415,7
AR3U0K2Q2W0F,AI71D1TF6C,101416,1
JG6N3K3C0W5K,XA61J9OU1G,101417,6
TE9U4Q1N2M1N,TY73L4RG0W,101418,50
CG5O8D2U7M2Q,PY81Z6SQ0J,101419,1
RM5P0B1T0F2V,MF21Z1DQ3W,101420,3
XW4Z6R4O1E8Z,RB51H7BE3W,101421,3
YO2J7M8T2F5Y,LE07B5SM9E,101422,6
JL1C7B1I5G7R,FX08I0SH4M,101423,1
BM4X6B6S2R0W,ZU20K9UT0X,101424,7
LC8H7F1V0F9T,HK39J7OJ0K,101425,7
JC4U6V8E3O0E,QO96R9ER4W,101426,3
AK7O0M8D4U4Z,DK16F6QY8V,101427,7
QF0Q2G4V5D6N,LW11F2KL2P,101428,3
BK8D2K1P0D9X,YU81U6HQ2B,101429,3
