shipping_id,order_id,shipping_method,tracking_number,shipping_status,shipped_date
951,O500950,Standard,AFAE3CFB,Cancelled,2025-06-18
952,O500951,Overnight,F3FEB7CC,In Transit,2025-07-06
953,O500952,Express,DFD0EC95,Pending,2025-06-20
954,O500953,Overnight,6F5B3B14,Delivered,2025-06-12
955,O500954,Two-Day,B22F33C6,Delivered,2025-06-17
956,O500955,Two-Day,E88E1586,Pending,2025-06-19
957,O500956,Standard,9BDFB638,Cancelled,2025-06-27
958,O500957,Two-Day,99909BF0,Pending,2025-07-01
959,O500958,Express,0986B114,In Transit,2025-06-25
960,O500959,Overnight,CA7A2F49,Cancelled,2025-07-07
961,O500960,Express,62A8DFB4,Cancelled,2025-06-14
962,O500961,Standard,4B24E3F2,In Transit,2025-06-14
963,O500962,Overnight,6DFCD237,Shipped,2025-07-04
964,O500963,Express,986A9E02,In Transit,2025-07-08
965,O500964,Express,2F5DAB90,Pending,2025-07-07
966,O500965,Express,E3BFDC16,Delivered,2025-06-09
967,O500966,Two-Day,6EF11446,Pending,2025-07-04
968,O500967,Express,5EFB6A1B,Shipped,2025-06-25
969,O500968,Overnight,AF3F7396,Pending,2025-06-15
970,O500969,Standard,452C8820,Shipped,2025-06-20
971,O500970,Standard,021CC52D,In Transit,2025-06-28
972,O500971,Express,9C4B1BA4,In Transit,2025-06-29
973,O500972,Overnight,2B123391,In Transit,2025-06-18
974,O500973,Two-Day,964FCD6D,Delivered,2025-07-03
975,O500974,Express,C28D4F68,Shipped,2025-06-29
976,O500975,Express,2BF7AFCB,Pending,2025-06-29
977,O500976,Express,DC79C172,Pending,2025-06-21
978,O500977,Overnight,0E7C24C7,Cancelled,2025-06-28
979,O500978,Two-Day,8E8BFCD2,Shipped,2025-06-26
980,O500979,Two-Day,E469C419,Shipped,2025-07-05
981,O500980,Two-Day,1927F4D3,In Transit,2025-07-09
982,O500981,Express,75B228EC,Delivered,2025-07-03
983,O500982,Two-Day,ACD4D596,In Transit,2025-06-11
984,O500983,Express,7E619389,Delivered,2025-06-17
985,O500984,Overnight,5B66BDA0,In Transit,2025-07-02
986,O500985,Overnight,94B3ED7A,In Transit,2025-06-17
987,O500986,Express,14E98A7E,Shipped,2025-06-27
988,O500987,Two-Day,7E91F348,Cancelled,2025-06-22
989,O500988,Two-Day,FED63243,Shipped,2025-07-02
990,O500989,Overnight,609E400F,Pending,2025-06-23
991,O500990,Overnight,2E7A49A1,Shipped,2025-06-30
992,O500991,Overnight,CBF353D0,Shipped,2025-06-29
993,O500992,Overnight,1277E5F7,Cancelled,2025-07-05
994,O500993,Express,8FE19F37,Pending,2025-06-11
995,O500994,Express,E56C3416,Delivered,2025-07-03
996,O500995,Two-Day,520EEAEF,Pending,2025-07-07
997,O500996,Overnight,81A02430,In Transit,2025-06-27
998,O500997,Express,550F51C2,Cancelled,2025-06-13
999,O500998,Standard,E6C4B368,Shipped,2025-06-25
1000,O500999,Express,027A35E4,In Transit,2025-07-06
1001,O501000,Two-Day,789D3D66,Cancelled,2025-06-24
1002,O501001,Two-Day,BB189003,Pending,2025-06-13
1003,O501002,Express,B3348CD6,Pending,2025-06-27
1004,O501003,Overnight,101961ED,Delivered,2025-06-17
1005,O501004,Standard,42AEDD58,Cancelled,2025-07-04
1006,O501005,Two-Day,5E81623E,Pending,2025-06-30
1007,O501006,Overnight,E356C945,In Transit,2025-06-17
1008,O501007,Express,CABF72C4,Shipped,2025-06-24
1009,O501008,Two-Day,FB91B48F,Delivered,2025-07-07
1010,O501009,Overnight,597AA8C8,Delivered,2025-06-15
1011,O501010,Overnight,8F19BA19,Cancelled,2025-06-23
1012,O501011,Standard,14C43BC4,Delivered,2025-07-05
1013,O501012,Overnight,D93FA4D2,Pending,2025-07-07
1014,O501013,Two-Day,72C4EEEC,Pending,2025-07-03
1015,O501014,Two-Day,7779D8D2,Delivered,2025-06-19
1016,O501015,Two-Day,1A8304B7,Shipped,2025-06-15
1017,O501016,Overnight,317A88BA,Shipped,2025-06-12
1018,O501017,Two-Day,0F5E3ECF,In Transit,2025-07-08
1019,O501018,Standard,D5D64AC5,In Transit,2025-06-24
1020,O501019,Two-Day,96A63907,Cancelled,2025-07-04
1021,O501020,Standard,A795138B,Pending,2025-06-11
1022,O501021,Standard,F84FA81A,In Transit,2025-06-09
1023,O501022,Overnight,8DBBCF6A,Delivered,2025-07-07
1024,O501023,Two-Day,5.71E+30,In Transit,2025-07-01
1025,O501024,Two-Day,7FABA69C,Cancelled,2025-07-07
1026,O501025,Two-Day,10C7CBAF,In Transit,2025-07-04
1027,O501026,Express,BBC58ACB,Delivered,2025-06-21
1028,O501027,Overnight,0606897C,In Transit,2025-07-08
1029,O501028,Standard,9730E89B,Cancelled,2025-06-19
1030,O501029,Standard,1E73A40A,In Transit,2025-07-09
1031,O501030,Standard,1C8D243E,Delivered,2025-06-27
1032,O501031,Two-Day,1EF2E67C,Delivered,2025-06-17
1033,O501032,Two-Day,65E33F82,Pending,2025-07-04
1034,O501033,Overnight,4E66B353,Shipped,2025-06-12
1035,O501034,Two-Day,2C83148B,Pending,2025-06-30
1036,O501035,Express,2D496136,Cancelled,2025-06-17
1037,O501036,Overnight,F3815C81,Shipped,2025-06-24
1038,O501037,Express,56A0D485,Cancelled,2025-06-27
1039,O501038,Two-Day,ADE8EABF,Delivered,2025-06-09
1040,O501039,Two-Day,FF2898BC,In Transit,2025-06-10
1041,O501040,Two-Day,AED0A577,Pending,2025-06-23
1042,O501041,Standard,80EA9995,In Transit,2025-06-14
1043,O501042,Standard,8F03A197,Pending,2025-06-09
1044,O501043,Express,0801545F,In Transit,2025-06-22
1045,O501044,Overnight,CEA2FBE5,Pending,2025-06-13
1046,O501045,Overnight,75CB7769,Cancelled,2025-07-09
1047,O501046,Two-Day,FA0588C9,Delivered,2025-07-04
1048,O501047,Two-Day,13C8A34F,Cancelled,2025-06-16
1049,O501048,Standard,1DC613E2,In Transit,2025-06-12
1050,O501049,Two-Day,6E81041B,Delivered,2025-06-21
1051,O501050,Two-Day,6E330BC7,Cancelled,2025-06-29
1052,O501051,Overnight,FC7BCE75,Pending,2025-06-20
1053,O501052,Overnight,915B89D2,Cancelled,2025-06-14
1054,O501053,Express,4DE1B6AA,In Transit,2025-07-07
1055,O501054,Standard,51681D81,Cancelled,2025-07-02
1056,O501055,Standard,F24651E0,Cancelled,2025-06-24
1057,O501056,Overnight,9DFA9CF9,In Transit,2025-06-13
1058,O501057,Standard,96DED578,In Transit,2025-07-01
1059,O501058,Standard,D1A89871,Delivered,2025-06-26
1060,O501059,Overnight,7B5EDB8A,Cancelled,2025-06-29
1061,O501060,Two-Day,3E3D666A,Pending,2025-06-20
1062,O501061,Standard,05F81562,In Transit,2025-06-17
1063,O501062,Express,14EF9C24,Cancelled,2025-06-11
1064,O501063,Express,B1B7A9EE,Delivered,2025-06-18
1065,O501064,Two-Day,94E4DB22,Pending,2025-06-21
1066,O501065,Overnight,A7267912,Pending,2025-07-03
1067,O501066,Standard,8BBFC977,Shipped,2025-06-18
1068,O501067,Standard,8A10F894,Shipped,2025-07-06
1069,O501068,Two-Day,4C738092,Cancelled,2025-06-15
1070,O501069,Standard,43539C99,Cancelled,2025-06-26
1071,O501070,Standard,B0A5562B,In Transit,2025-06-26
1072,O501071,Express,BEAD8983,Pending,2025-06-13
1073,O501072,Express,C2749A4B,In Transit,2025-06-09
1074,O501073,Overnight,0B7B93DF,Cancelled,2025-06-18
1075,O501074,Overnight,716D4981,In Transit,2025-06-18
1076,O501075,Overnight,3C47A967,Cancelled,2025-06-22
1077,O501076,Express,79AC8A77,Delivered,2025-06-10
1078,O501077,Overnight,BFD72E58,Pending,2025-06-24
1079,O501078,Overnight,B9D581B7,Delivered,2025-07-01
1080,O501079,Two-Day,F12A6258,Delivered,2025-07-06
1081,O501080,Standard,DF48DB48,In Transit,2025-07-08
1082,O501081,Overnight,DE738C41,Cancelled,2025-06-17
1083,O501082,Overnight,FCC8B21F,Delivered,2025-06-10
1084,O501083,Standard,77FA7B4D,Delivered,2025-07-05
1085,O501084,Express,76B4F94C,In Transit,2025-07-08
1086,O501085,Two-Day,E7E6BEE1,Pending,2025-06-14
1087,O501086,Standard,28C21EE5,In Transit,2025-06-22
1088,O501087,Express,7489E4A5,Delivered,2025-06-20
1089,O501088,Overnight,2932DD86,In Transit,2025-07-03
1090,O501089,Express,B15EC247,Cancelled,2025-07-05
1091,O501090,Two-Day,30028F82,Shipped,2025-07-04
1092,O501091,Overnight,475B6343,Cancelled,2025-06-26
1093,O501092,Express,C0D859BB,Shipped,2025-06-24
1094,O501093,Overnight,D391BD5B,Shipped,2025-06-09
1095,O501094,Two-Day,929D5B3E,Delivered,2025-07-01
1096,O501095,Overnight,484A7F71,Cancelled,2025-07-05
1097,O501096,Overnight,4A6E04AC,Shipped,2025-06-29
1098,O501097,Standard,A56B918C,Delivered,2025-06-22
1099,O501098,Two-Day,30C78FB7,Pending,2025-06-15
1100,O501099,Express,061948EC,Cancelled,2025-06-28
1101,O501100,Two-Day,5A8AAB1E,Pending,2025-06-20
1102,O501101,Standard,4E58C0D2,Delivered,2025-06-18
1103,O501102,Two-Day,2FE3C1FC,Delivered,2025-06-10
1104,O501103,Express,D3894B94,Shipped,2025-06-09
1105,O501104,Standard,3B72CF19,Shipped,2025-07-05
1106,O501105,Standard,E5564B9A,Cancelled,2025-06-30
1107,O501106,Overnight,5EBE63B5,Pending,2025-06-16
1108,O501107,Express,27C2FF6D,Pending,2025-06-09
1109,O501108,Two-Day,50D3EBE0,Pending,2025-06-13
1110,O501109,Express,F4F14486,Pending,2025-06-17
1111,O501110,Standard,0E215150,Cancelled,2025-06-26
1112,O501111,Overnight,5FE358D4,Shipped,2025-06-30
1113,O501112,Overnight,29F74302,Pending,2025-07-09
1114,O501113,Two-Day,1094B612,In Transit,2025-06-18
1115,O501114,Express,BD3EC3C5,In Transit,2025-06-23
1116,O501115,Overnight,9FDC7264,In Transit,2025-06-19
1117,O501116,Overnight,F2639E48,Shipped,2025-06-19
1118,O501117,Overnight,19EB63E9,Pending,2025-07-02
1119,O501118,Overnight,B7EC44E3,Delivered,2025-06-10
1120,O501119,Express,59302008,Pending,2025-06-29
1121,O501120,Overnight,B6AF4F5C,In Transit,2025-06-20
1122,O501121,Two-Day,E9DD3DB2,Delivered,2025-06-29
1123,O501122,Overnight,25DA8E09,Pending,2025-07-04
1124,O501123,Standard,A6A03672,Delivered,2025-07-04
1125,O501124,Overnight,E5D58257,In Transit,2025-07-04
1126,O501125,Two-Day,7BDFCD23,Shipped,2025-07-08
1127,O501126,Two-Day,ED5D40ED,Pending,2025-07-03
1128,O501127,Express,78F95C92,Pending,2025-07-04
1129,O501128,Two-Day,09FC387E,Delivered,2025-06-19
1130,O501129,Two-Day,2833E1DB,In Transit,2025-06-23
1131,O501130,Express,56672A73,Pending,2025-06-15
1132,O501131,Two-Day,746FE6A4,Shipped,2025-06-18
1133,O501132,Overnight,A342D9BC,Cancelled,2025-06-16
1134,O501133,Standard,6.85E+12,Cancelled,2025-06-22
1135,O501134,Express,6E3174E1,Pending,2025-07-06
1136,O501135,Overnight,126A0262,Pending,2025-06-10
1137,O501136,Overnight,93B3A65F,Shipped,2025-06-29
1138,O501137,Express,4F7D6CA3,Cancelled,2025-06-16
1139,O501138,Standard,7F265937,Pending,2025-06-14
1140,O501139,Overnight,0615FFE2,In Transit,2025-07-05
1141,O501140,Overnight,9F86C0E1,Pending,2025-06-11
1142,O501141,Standard,CD79CFA2,Shipped,2025-06-10
1143,O501142,Express,721FA23D,Delivered,2025-07-07
1144,O501143,Two-Day,A60CDE0B,Cancelled,2025-06-13
1145,O501144,Overnight,938B63C2,Pending,2025-06-11
1146,O501145,Two-Day,A32089B1,Pending,2025-06-23
1147,O501146,Express,AFB4FBF4,Shipped,2025-06-09
1148,O501147,Overnight,1FF876E9,Shipped,2025-06-22
1149,O501148,Overnight,7436A6A8,Cancelled,2025-07-06
1150,O501149,Two-Day,FD516A3A,Delivered,2025-06-17
1151,O501150,Two-Day,4E2FE5AB,Cancelled,2025-06-30
1152,O501151,Express,47D00475,Pending,2025-07-07
1153,O501152,Standard,799B95BA,Cancelled,2025-07-02
1154,O501153,Two-Day,55667998,In Transit,2025-06-27
1155,O501154,Two-Day,7BC233F1,In Transit,2025-07-08
1156,O501155,Two-Day,47BD64C5,Cancelled,2025-07-03
1157,O501156,Two-Day,B00F417C,In Transit,2025-07-04
1158,O501157,Two-Day,AB298A49,In Transit,2025-06-15
1159,O501158,Two-Day,46F71C3F,Pending,2025-06-16
1160,O501159,Express,A02EA6FC,Pending,2025-07-02
1161,O501160,Overnight,25311A3F,In Transit,2025-06-12
1162,O501161,Standard,3599806D,In Transit,2025-07-08
1163,O501162,Two-Day,CB8E5173,Pending,2025-07-01
1164,O501163,Express,FA3F2B6D,Pending,2025-07-05
1165,O501164,Overnight,076662F9,Delivered,2025-06-15
1166,O501165,Two-Day,768DD552,In Transit,2025-06-19
1167,O501166,Two-Day,5EA0DE10,Pending,2025-06-29
1168,O501167,Express,3E9B387D,Shipped,2025-06-14
1169,O501168,Express,47F3106C,Pending,2025-06-14
1170,O501169,Overnight,562060C6,Cancelled,2025-06-13
1171,O501170,Express,8D323E5F,Cancelled,2025-07-07
1172,O501171,Two-Day,3807915E,Pending,2025-07-08
1173,O501172,Express,FA8C8218,Pending,2025-06-29
1174,O501173,Overnight,DE1815B5,Cancelled,2025-06-09
1175,O501174,Standard,B3ED1115,Delivered,2025-06-14
1176,O501175,Overnight,33662B2C,Delivered,2025-06-10
1177,O501176,Express,B520EC19,Shipped,2025-07-01
1178,O501177,Two-Day,535A4AE3,Delivered,2025-06-23
1179,O501178,Overnight,7AA3CBE4,In Transit,2025-06-26
1180,O501179,Express,F6F7BB09,Cancelled,2025-06-16
1181,O501180,Two-Day,A6AD4691,Delivered,2025-06-18
1182,O501181,Express,A124929C,Shipped,2025-06-22
1183,O501182,Express,CAE2F8BB,Shipped,2025-07-07
1184,O501183,Overnight,F8A03C83,Delivered,2025-06-18
1185,O501184,Overnight,CD87A86C,Pending,2025-06-25
1186,O501185,Express,27257261,Cancelled,2025-06-25
1187,O501186,Two-Day,9D876C3A,Cancelled,2025-07-02
1188,O501187,Express,02E9CA72,Cancelled,2025-06-12
1189,O501188,Overnight,321616C8,Shipped,2025-06-14
1190,O501189,Standard,58472FE9,Cancelled,2025-07-01
1191,O501190,Overnight,151879C2,Delivered,2025-06-15
1192,O501191,Two-Day,BAA8013F,Delivered,2025-06-16
1193,O501192,Overnight,4319F59F,Pending,2025-06-28
1194,O501193,Express,D8FC5ACE,In Transit,2025-06-20
1195,O501194,Express,B84E5503,Delivered,2025-06-27
1196,O501195,Overnight,5D1197AA,Cancelled,2025-06-20
1197,O501196,Standard,DC1CB0EE,In Transit,2025-06-26
1198,O501197,Two-Day,C09AE596,Pending,2025-06-20
1199,O501198,Two-Day,89E56AB7,Delivered,2025-06-11
1200,O501199,Express,36212B75,In Transit,2025-07-03
1201,O501200,Two-Day,98CE52F8,Cancelled,2025-06-25
1202,O501201,Express,743A15DD,Pending,2025-06-29
1203,O501202,Standard,BD9C29BD,In Transit,2025-07-06
1204,O501203,Express,B58C3B69,Pending,2025-06-29
1205,O501204,Express,B6840299,Cancelled,2025-06-16
1206,O501205,Express,1661C439,Shipped,2025-06-19
1207,O501206,Express,3CE7E493,Pending,2025-06-12
1208,O501207,Overnight,0B4BD57F,Pending,2025-06-20
1209,O501208,Overnight,35CF9D9E,Shipped,2025-06-23
1210,O501209,Standard,C0B32F29,Cancelled,2025-06-29
1211,O501210,Overnight,8EC3973C,Cancelled,2025-07-01
1212,O501211,Overnight,41BE25E0,Delivered,2025-06-23
1213,O501212,Overnight,4C15308E,Delivered,2025-07-02
1214,O501213,Standard,8F023A43,In Transit,2025-06-12
1215,O501214,Two-Day,3F1EF135,Delivered,2025-06-16
1216,O501215,Standard,5D54D968,Shipped,2025-06-20
1217,O501216,Two-Day,49CBBB56,Delivered,2025-06-10
1218,O501217,Overnight,D62A600F,Pending,2025-06-27
1219,O501218,Express,631E1DF2,Cancelled,2025-07-06
1220,O501219,Two-Day,3687958F,Delivered,2025-06-10
1221,O501220,Two-Day,DC8FD198,Cancelled,2025-07-05
1222,O501221,Express,DF110CA9,Cancelled,2025-06-14
1223,O501222,Overnight,794F811F,In Transit,2025-06-11
1224,O501223,Overnight,014F9BB1,In Transit,2025-06-10
1225,O501224,Express,5741AFC7,Shipped,2025-07-06
1226,O501225,Standard,1A60DD1F,Shipped,2025-06-11
1227,O501226,Express,E223D261,Pending,2025-07-07
1228,O501227,Overnight,CAFFCC99,Shipped,2025-06-25
1229,O501228,Express,638F57DE,In Transit,2025-06-30
1230,O501229,Overnight,0E53C890,Delivered,2025-06-14
1231,O501230,Two-Day,5B70B43C,Delivered,2025-07-08
1232,O501231,Two-Day,440029CB,Delivered,2025-06-21
1233,O501232,Overnight,8111FE00,Delivered,2025-06-26
1234,O501233,Express,6D112B7B,Delivered,2025-07-04
1235,O501234,Standard,A60AF516,Delivered,2025-06-13
1236,O501235,Overnight,0F4838E9,Cancelled,2025-07-08
1237,O501236,Standard,F79243C4,In Transit,2025-07-07
1238,O501237,Two-Day,19A3D34F,Delivered,2025-06-30
1239,O501238,Two-Day,2CF97C5F,Pending,2025-07-07
1240,O501239,Overnight,3AA34237,Delivered,2025-07-02
1241,O501240,Standard,9E54544B,Delivered,2025-06-14
1242,O501241,Standard,78723F01,Delivered,2025-06-15
1243,O501242,Express,887C49CC,Delivered,2025-07-09
1244,O501243,Two-Day,DA995633,Pending,2025-06-18
1245,O501244,Overnight,B8CDAB27,Shipped,2025-06-15
1246,O501245,Two-Day,7E266D34,Delivered,2025-07-02
1247,O501246,Standard,502CBE08,Cancelled,2025-06-18
1248,O501247,Two-Day,B8060F9B,Pending,2025-07-02
1249,O501248,Express,72C97E76,In Transit,2025-06-25
1250,O501249,Overnight,CD02D70A,Cancelled,2025-07-07
1251,O501250,Two-Day,92D5FFDC,Shipped,2025-07-08
1252,O501251,Standard,4D2B6CFC,Cancelled,2025-06-16
1253,O501252,Overnight,303B1130,Pending,2025-06-16
1254,O501253,Express,1E54E896,Cancelled,2025-07-09
1255,O501254,Express,50F74503,Shipped,2025-06-17
1256,O501255,Two-Day,9AC97870,Delivered,2025-06-30
1257,O501256,Standard,916ED7B4,Cancelled,2025-06-11
1258,O501257,Two-Day,BF530366,Pending,2025-06-27
1259,O501258,Standard,53681C24,In Transit,2025-06-13
1260,O501259,Two-Day,E81F0CDC,In Transit,2025-06-17
1261,O501260,Express,70F8174C,Shipped,2025-06-12
1262,O501261,Express,C0C561D9,Shipped,2025-06-20
1263,O501262,Express,09AE47BE,Pending,2025-06-29
1264,O501263,Overnight,2BDC7B21,Shipped,2025-06-27
1265,O501264,Two-Day,02CDF766,Shipped,2025-06-23
1266,O501265,Express,B568AC48,Cancelled,2025-07-04
1267,O501266,Express,6D2E2A79,Delivered,2025-06-27
1268,O501267,Overnight,F7A5CDBF,Pending,2025-07-07
1269,O501268,Two-Day,E111D43B,In Transit,2025-06-17
1270,O501269,Standard,3834BFF3,In Transit,2025-07-09
1271,O501270,Overnight,41F6D867,Shipped,2025-06-22
1272,O501271,Express,8CBE584A,In Transit,2025-06-20
1273,O501272,Standard,E5A4830E,Delivered,2025-06-25
1274,O501273,Overnight,2B12F7B5,Delivered,2025-06-29
1275,O501274,Two-Day,11E1F8DA,Shipped,2025-06-18
1276,O501275,Express,D241DB39,In Transit,2025-06-29
1277,O501276,Two-Day,64F13DD0,Pending,2025-06-24
1278,O501277,Express,92E94C2F,Shipped,2025-06-12
1279,O501278,Overnight,A6E30E88,Pending,2025-07-07
1280,O501279,Overnight,7E8A0E66,Cancelled,2025-07-09
1281,O501280,Overnight,E9FA5411,Cancelled,2025-06-11
1282,O501281,Overnight,082BF3FC,Pending,2025-07-08
1283,O501282,Express,FE3A0030,Delivered,2025-06-23
1284,O501283,Overnight,58CC3E9B,Cancelled,2025-06-16
1285,O501284,Express,11941BC5,In Transit,2025-06-17
1286,O501285,Two-Day,F8C04349,Shipped,2025-07-05
1287,O501286,Two-Day,A8BAAA53,In Transit,2025-07-03
1288,O501287,Two-Day,A0547933,Pending,2025-06-23
1289,O501288,Two-Day,00928CBD,Cancelled,2025-07-06
1290,O501289,Two-Day,D859FF57,In Transit,2025-07-07
1291,O501290,Two-Day,45551696,Delivered,2025-06-28
1292,O501291,Overnight,6CF60376,In Transit,2025-06-30
1293,O501292,Overnight,F8F3BCF5,Cancelled,2025-06-27
1294,O501293,Standard,D3D99ACA,Shipped,2025-07-05
1295,O501294,Standard,AC692C2F,Pending,2025-07-09
1296,O501295,Standard,A8127432,Shipped,2025-06-18
1297,O501296,Standard,A5153F6B,Shipped,2025-06-17
1298,O501297,Express,B3B3C4EA,In Transit,2025-06-13
1299,O501298,Standard,5F36D24D,Delivered,2025-07-05
1300,O501299,Express,D465E6FE,Shipped,2025-06-30
1301,O501300,Express,EF3C6895,Pending,2025-07-04
1302,O501301,Overnight,E92BF18C,In Transit,2025-07-08
1303,O501302,Express,76655D0F,Cancelled,2025-06-15
1304,O501303,Express,AF0EF214,Delivered,2025-06-19
1305,O501304,Two-Day,CF06FABF,Cancelled,2025-06-11
1306,O501305,Standard,CF4E1CC1,Pending,2025-06-25
1307,O501306,Express,4CAF2493,Delivered,2025-06-19
1308,O501307,Standard,EBB27657,Delivered,2025-06-21
1309,O501308,Overnight,1A7D3946,Cancelled,2025-06-21
1310,O501309,Standard,E520FE93,Pending,2025-06-22
1311,O501310,Two-Day,43E1B0D5,Delivered,2025-06-18
1312,O501311,Two-Day,B9C534CE,In Transit,2025-07-09
1313,O501312,Standard,BA7F65DC,Delivered,2025-06-25
1314,O501313,Express,E4D136F0,Shipped,2025-06-24
1315,O501314,Express,402AB651,In Transit,2025-06-14
1316,O501315,Standard,ADD36EF5,Pending,2025-06-22
1317,O501316,Express,96683395,Delivered,2025-06-09
1318,O501317,Standard,87827683,Delivered,2025-06-21
1319,O501318,Overnight,43687BF2,Pending,2025-06-23
1320,O501319,Two-Day,3DE27F03,Pending,2025-06-19
1321,O501320,Express,19CDD612,In Transit,2025-07-01
1322,O501321,Two-Day,7179261D,Cancelled,2025-06-23
1323,O501322,Overnight,F0F61603,Delivered,2025-07-01
1324,O501323,Overnight,9ABCE6C5,Delivered,2025-07-03
1325,O501324,Overnight,6C015BCD,Delivered,2025-06-19
1326,O501325,Standard,9E889ED1,In Transit,2025-06-17
1327,O501326,Two-Day,6894FB95,Shipped,2025-06-26
1328,O501327,Two-Day,25E4A87C,Shipped,2025-07-05
1329,O501328,Overnight,086BFB4C,Delivered,2025-07-07
1330,O501329,Overnight,D105CC57,Pending,2025-07-02
1331,O501330,Two-Day,2B2F4AD7,Delivered,2025-06-29
1332,O501331,Standard,F4A24E64,In Transit,2025-06-09
1333,O501332,Express,5879DED6,Cancelled,2025-06-22
1334,O501333,Two-Day,B390005C,Delivered,2025-06-11
1335,O501334,Two-Day,D2DAF8C6,Pending,2025-07-06
1336,O501335,Two-Day,4CAAA5CA,Shipped,2025-06-22
1337,O501336,Standard,5428B97B,Pending,2025-07-03
1338,O501337,Overnight,3D02C3D3,Pending,2025-06-13
1339,O501338,Overnight,6BA3F64C,Shipped,2025-07-01
1340,O501339,Express,9D43BE8D,Delivered,2025-06-14
1341,O501340,Standard,8F04C571,Shipped,2025-07-03
1342,O501341,Express,A9317CF1,Cancelled,2025-06-26
1343,O501342,Two-Day,760ED021,In Transit,2025-06-25
1344,O501343,Overnight,9C5636C4,Pending,2025-06-16
1345,O501344,Express,2B92EA37,In Transit,2025-06-17
1346,O501345,Express,D0BB3B35,Cancelled,2025-06-22
1347,O501346,Express,92DE1708,Shipped,2025-07-06
1348,O501347,Standard,FBA92C54,Pending,2025-06-30
1349,O501348,Standard,CFAD262F,In Transit,2025-07-02
1350,O501349,Two-Day,8DF71E8A,Shipped,2025-06-21
1351,O501350,Express,C1133ECE,Shipped,2025-06-10
1352,O501351,Two-Day,5AE5D1DD,Cancelled,2025-06-12
1353,O501352,Overnight,9642F469,In Transit,2025-06-30
1354,O501353,Express,8E03AC36,In Transit,2025-07-02
1355,O501354,Standard,B49A1A05,In Transit,2025-06-10
1356,O501355,Two-Day,2BA36F90,Shipped,2025-06-25
1357,O501356,Express,FA6C6409,In Transit,2025-06-21
1358,O501357,Standard,1F38D23D,Delivered,2025-06-25
1359,O501358,Overnight,4C45434A,Cancelled,2025-06-15
1360,O501359,Standard,88E36A67,Delivered,2025-06-14
1361,O501360,Overnight,92EF52BA,Delivered,2025-06-18
1362,O501361,Overnight,8619538B,Cancelled,2025-06-30
1363,O501362,Express,786897B7,Cancelled,2025-06-17
1364,O501363,Two-Day,C97519C1,Delivered,2025-06-26
1365,O501364,Two-Day,DB3112E8,Delivered,2025-06-25
1366,O501365,Overnight,EB8CC208,Cancelled,2025-06-26
1367,O501366,Two-Day,3421A0BE,Cancelled,2025-06-17
1368,O501367,Standard,041504F4,Pending,2025-07-08
1369,O501368,Standard,47FA2DBB,Delivered,2025-07-09
1370,O501369,Standard,AA84FC27,Cancelled,2025-06-14
1371,O501370,Standard,CC606603,In Transit,2025-06-18
1372,O501371,Express,54997963,Pending,2025-06-30
1373,O501372,Overnight,B63DA158,Shipped,2025-07-03
1374,O501373,Express,710B55A0,Pending,2025-07-03
1375,O501374,Two-Day,6E72287F,In Transit,2025-06-25
1376,O501375,Standard,B723227F,Delivered,2025-06-28
1377,O501376,Express,269D6CD2,Shipped,2025-06-20
1378,O501377,Two-Day,CF0B0357,Shipped,2025-07-07
1379,O501378,Express,E7513320,Shipped,2025-06-12
1380,O501379,Express,7C4BADCA,Cancelled,2025-06-25
1381,O501380,Overnight,186FFCF5,In Transit,2025-06-18
1382,O501381,Two-Day,D46552FC,Delivered,2025-06-11
1383,O501382,Standard,67AF89D9,Pending,2025-07-09
1384,O501383,Express,A32956BC,In Transit,2025-07-08
1385,O501384,Express,2F2ED13A,Pending,2025-06-22
1386,O501385,Two-Day,EFDD04A4,Delivered,2025-06-23
1387,O501386,Express,357361BF,Cancelled,2025-06-30
1388,O501387,Express,E7A51C9E,Pending,2025-07-04
1389,O501388,Overnight,DD0992DB,Delivered,2025-06-28
1390,O501389,Overnight,4ECCE57C,In Transit,2025-06-21
1391,O501390,Overnight,44218FD1,Shipped,2025-06-16
1392,O501391,Express,C2D27DF2,Delivered,2025-06-26
1393,O501392,Express,D2C037CA,In Transit,2025-06-13
1394,O501393,Overnight,8A5F36E4,In Transit,2025-06-11
1395,O501394,Standard,D9B7B044,Pending,2025-07-02
1396,O501395,Express,CB20641E,Pending,2025-06-20
1397,O501396,Overnight,FE4EC590,In Transit,2025-07-03
1398,O501397,Express,14663DD2,Delivered,2025-07-06
1399,O501398,Express,9992519B,Pending,2025-06-10
1400,O501399,Express,BE225EEB,Cancelled,2025-06-15
1401,O501400,Standard,CC8F9BDB,Cancelled,2025-07-08
1402,O501401,Express,3C640869,Cancelled,2025-07-01
1403,O501402,Express,EFEF40E4,Shipped,2025-06-23
1404,O501403,Overnight,A8534430,In Transit,2025-07-02
1405,O501404,Express,A81F247E,Pending,2025-06-24
1406,O501405,Two-Day,A9D5CE09,Shipped,2025-07-08
1407,O501406,Overnight,CA4132F9,Pending,2025-07-04
1408,O501407,Overnight,49070D1F,Cancelled,2025-06-17
1409,O501408,Standard,3627C368,Shipped,2025-06-12
1410,O501409,Standard,6B830FE3,Delivered,2025-07-09
1411,O501410,Express,C3607A2F,Shipped,2025-06-26
1412,O501411,Express,9697DFEE,Delivered,2025-06-15
1413,O501412,Overnight,3EA2B433,Shipped,2025-07-01
